Judul,Artis,Tahun,Era,Genre,Penulis,Lirik,Genius ID,Genius Path,Api Path,Header Image
Kirana,Dewa 19,1997,90an,Indonesian Pop,Dewa 19,"Kucoba memahami tempatku berlabuh:newline:Terdampar dikeruhnya satu sisi dunia:newline:Hadir di muka bumi tak tersaji indah:newline:Kuingin rasakan cinta...:newline:Lusuh lalu tercipta mendekap diriku:newline:Hanya usang sahaja kudamba Kirana:newline:Ratapan mulai usang, nur yang kumohon:newline:Kuingin rasakan cinta..:newline:Manis seperti mereka...:newline:Ayah bunda tercinta satu yang tersisa:newline:Mengapa kau tiupkan nafasku ke dunia:newline:Hidup tak kusesali mungkin kutangisi:newline:Kuingin rasakan cinta...:newline:Peluhkupun mengering menanti jawaban:newline:Tak akan pernah usai cintaku padamu:newline:Hanya kata yang lugas yang kini tercipta:newline:Kuingin rasakan cinta...:newline:S'makin jauh kumelangkah:newline:S'makin perih jejak langkahku:newline:Harikupun semakin sombong:newline:Meski hidup terus berjalan.... terus berjalan:newline:Kirana jamah aku jamahlah rinduku:newline:Hanya wangi terurai yang dapat kucumbu:newline:Ayah bunda tercinta satu yang tersisa:newline:Mengapa kau tiupkan nafasku ke dunia:newline:Hidup tak kusesali mungkin kutangisi:newline:Kuingin rasakan cinta:newline:Manis seperti mereka:newline:Tulus seperti adanya:newline:Suci seperti dirimu:newline:Ingin rasakan cintamu:newline:Kirana jamah aku jamahlah rinduku:newline:Tak akan pernah usai cintaku padamu:newline:Hanya kata yang lugas yang kini tersisa:newline:Kuingin rasakan cinta......",1630324,/Dewa-19-kirana-lyrics,/songs/1630324,https://images.genius.com/510d51230eb2615ca0af778329accd53.1000x1000x1.jpg
Cerita Cinta,Kahitna,1994,90an,Indonesian Pop,Kahitna,"Heey ...:newline:Yee iyee iyee  ye ye ye ye ..:newline:Heey iyee iyee iyee ...:newline::newline:[Verse 1]:newline:Berawal dari mata, Indahnya senyuman:newline:Mengapa harus resah:newline:Berawal tatap mata, Hangatnya sapamu:newline:Mengapa jadi gundah:newline::newline:[Pre-Chorus]:newline:Tak kusangka kita sama:newline:Telah menyimpan getar cinta... cinta..:newline:Iyee ...:newline::newline:[Chorus]:newline:Biar cinta gelora di dada:newline:Biar cinta memadukan kita Ouwoo wo wo:newline:Cerita cinta yang pertama kurasa:newline:Jangan pernah akhir cerita cinta kita:newline::newline:[Verse 2]:newline:Kini rindu yang kupunya hanya untukmu:newline:Hanya padamu:newline:Apabila kita memang mesti bersatu:newline:Mengapa harus ragu:newline::newline::newline::newline::newline:[Pre-Chorus]:newline:Tak kusangka kita sama:newline:Telah menyimpan getar cinta... cinta...:newline:Iyee ...:newline::newline:[Chorus]:newline:Biar cinta gelora di dada:newline:Biar cinta memadukan kita Ouwoo wo wo:newline:Cerita cinta yang pertama kurasa:newline:Jangan pernah akhir cerita cinta kita:newline::newline:[Bridge]:newline:Dunia seakan bercanda.. (Ho oo):newline:Melihat cerita kita... (Cinta aa aa Ouwoowo ):newline::newline:[Chorus]:newline:Biar cinta (biar cinta):newline:Bergelora di dada:newline:Biar cinta  (biar cinta):newline:Memadukan kita Ouwoo wo wo:newline:Cerita cinta yang pertama kurasa:newline:Jangan pernah akhir cerita cinta kita:newline::newline:Biar cinta...:newline:Gelora di dada:newline:Biar cinta...:newline:Memadukan kita Ouwoo wo wo:newline:Cerita cinta yang pertama kurasa:newline:Jangan pernah akhir cerita cinta kita:newline::newline::newline::newline::newline:Eey .. (cerita cinta) yeiyeiyeiye... (cerita cinta):newline:Eey .. (cerita cinta) yeiyeiyeiye... (cerita cinta kita):newline:Eey .. jangan pernah berakhir cerita cinta kita",1345834,/Kahitna-cerita-cinta-lyrics,/songs/1345834,https://images.genius.com/50419e99bb017011bdb58125f387ee94.600x600x1.jpg
Kau Yang Terindah,Java Jive,1994,90an,Indonesian Rock,Java Jive,"Lirik ""Kau yang Terindah"":newline::newline:[Verse 1]:newline:Kau yang di sana:newline:Terpisah jarak waktu:newline:Aku di sini merindukan bayangmu:newline:Mungkin kita harus bisa:newline:Menahan gejolak:newline:Tapi kita manusia:newline:Yang punya hasrat jiwa:newline::newline:[Chorus]:newline:Setiap saat setiap waktu:newline:Kuingat dirimu:newline:Setiap saat setiap waktu:newline:Kuingin berjumpa:newline::newline:[Verse 2]:newline:Kau yang terindah:newline:Hadir dalam mimpiku:newline:Kini bertemu dalam jalinan kisah:newline:Mungkin kita bukan cinta:newline:Aku tak peduli:newline:Tapi kita manusia:newline:Yang punya hasrat jiwa:newline::newline::newline::newline::newline:[Chorus]:newline:Setiap saat setiap waktu:newline:Kuingat dirimu:newline:Setiap saat setiap waktu:newline:Kuingin berjumpa:newline::newline:[Bridge]:newline:Kuingin bercinta, oh:newline:Walau kupendam gejolak:newline:Namun asmara tetap ada:newline:Tak bisa kutolak karena kau yang terindah:newline:Yang mungkin memuaskan segalanya, oh:newline::newline:[Chorus]:newline:Setiap saat setiap waktu:newline:Kuingat dirimu:newline:Setiap saat setiap waktu:newline:Kuingin berjumpa:newline::newline:[Outro]:newline:Setiap saat setiap waktu:newline:Kuingat dirimu:newline:Setiap saat setiap waktu:newline:Kuingin dirimu",4775581,/Java-jive-kau-yang-terindah-lyrics,/songs/4775581,https://images.genius.com/e2503c1f07afd3de76c30110eb5792a6.268x268x1.jpg
Untukku,Chrisye,1997,90an,Pop Kreatif,Chrisye,"-Kemana langkahku pergi:newline:Slalu ada bayangmu:newline:Ku yakin makna nurani:newline:Kau takkan pernah terganti:newline::newline:Saat lautan kau sebrangi:newline:Janganlah ragu bersauh:newline:Ku percaya hati kecilku:newline:Kau takkan berpaling:newline::newline:Reff::newline:Walau keujung dunia, pasti akan kunanti:newline:Meski ke tujuh samudra, pastu ku kan menunggu:newline:Karena ku yakin, Kau hanya untukku:newline::newline:Kembali ke -:newline::newline:Pandanglah bintang berpijar:newline:Kau tak pernah tersembunyi:newline:Dimana engkau berada:newline:Disana cintaku:newline::newline:Kembali ke Reff:newline::newline:(Duet):Walau ke ujung dunia:newline:Pasti akan kunanti:newline:Meski ketujuh samudra:newline:Pasti ku kan menunggu (3x):newline::newline::newline::newline::newline:Karena ku yakin, kau hanya untukku:newline:Karena ku yakin, kau hanya untukku:newline:Hanya untukku",1542485,/Chrisye-untukku-lyrics,/songs/1542485,https://images.genius.com/e885d35b4b9fc00b59f29b08a485be35.313x313x1.jpg
Salah,POTRET,1997,90an,Indonesian Pop,POTRET,"Selama ini kau masih merasa:newline:Aku selalu menantimu:newline:Dua minggu kau tak menghampiri:newline:Karena kau dengan yang lain:newline::newline:Ibanya hatiku sayang:newline:Karena pikiranmu salah s'lama ini:newline:Setiap kau tak datang sayang:newline:Padahal aku tak pernah ada di rumah:newline::newline:S'lama ini aku pun mendua:newline:Tapi kau tak tahu sayang:newline:Pikirmu kau yang menyakitiku:newline:Bukan, bukan kamu sayang:newline::newline:Ibanya hatiku sayang:newline:Karena pikiranmu salah slama ini:newline:Setiap kau tak datang sayang:newline:Padahal aku tak pernah ada di rumah:newline::newline:S'lalu ku bilang:newline:Aku tak sebaik kau pikir:newline:Tak pernah ku nantikan kamu:newline:Ku cinta kamu bukan berarti:newline:Ku tak mendua:newline:Sayang kau nilai aku salah:newline::newline::newline::newline::newline:Ibanya hatiku sayang:newline:Karena pikiranmu salah s'lama ini:newline:Setiap kau tak datang sayang:newline:Padahal aku tak pernah ada di rumah:newline::newline:S'lalu ku bilang:newline:Aku tak sebaik kau pikir:newline:Tak pernah ku nantikan kamu:newline:Ku cinta kamu bukan berarti:newline:Ku tak mendua:newline:Sayang kau nilai aku salah:newline::newline:S'lalu ku bilang:newline:Aku tak sebaik kau pikir:newline:Tak pernah ku nantikan kamu:newline:Ku cinta kamu bukan berarti:newline:Ku tak mendua:newline:Sayang kau nilai aku salah",9561959,/Potret-salah-lyrics,/songs/9561959,https://images.genius.com/bb7943af78ee2091cb0c2eb7b1e7ad11.1000x1000x1.png
Seperti Kekasihku,Padi,1999,90an,Indonesian Pop,Padi,[Verse 1]:newline:Engkau seperti kekasihku yang dulu:newline:Sungguh hadirmu menyejukkan risau jiwaku:newline:Begitu lekatnya perasaanku kini padamu:newline:Hingga anganku kusandarkan padamu:newline::newline:[Chorus]:newline:Memang gerakmu memang langkahmu:newline:Mengingatkan aku pada dirinya yang telah berlalu:newline:Inginku menyangkal inginku membantah:newline:Betapa pesona dirimu mengikat erat jiwaku:newline::newline:[Verse 2]:newline:Mungkin terbuai mungkin aku terlena:newline:Ada keinginan yang tak tentu arah:newline:Engkau tercipta bukan untuk bersama:newline:Biar kunikmati kerinduan ini:newline::newline:[Chorus]:newline:Memang langkahmu memang gerakmu:newline:Mengingatkan aku pada dirinya yang telah berlalu:newline:Inginku menyangkal inginku membantah:newline:Betapa pesona dirimu mengikat erat jiwaku:newline::newline:[Instrumental]:newline::newline::newline::newline::newline:[Chorus]:newline:Memang langkahmu memang gerakmu:newline:Mengingatkan aku pada dirinya yang telah berlalu:newline:Inginku menyangkal inginku membantah:newline:Betapa pesona dirimu mengikat erat jiwaku:newline::newline:Maafkan aku yang selalu teringat akan dirinya:newline:Menggugah segala yang ada dalam kenanganku:newline:Sedapatnya aku menepis keinginan itu:newline:Kuharap engkau dapat memaafkanku:newline::newline:[Verse 3]:newline:Apa yang terpancar dari dalam hati:newline:Tak dapat aku bantah:newline:Tak mampu kusingkirkan:newline:Sesungguhnya aku sangat ingin melupakan:newline:Inginku melupakan:newline:Inginku melupakan:newline::newline:[Outro]:newline:Engkau seperti kekasihku yang dulu:newline:Sungguh hadirmu menyejukkan risau jiwaku,1445066,/Padi-seperti-kekasihku-lyrics,/songs/1445066,https://images.genius.com/88525c6b6cbc5d145880c028f8e4edfb.943x939x1.jpg
Kamu Harus Pulang,Slank,1994,90an,Indonesian Rock,Slank,"[Verse 1]:newline:Pacarku, ayo kita pulang:newline:Waktu hampir jam dua belas malam:newline:Kita nggak bisa kemana-mana lagi:newline:Karena kita sudah berjanji:newline::newline:[Verse 2]:newline:Pacarku, kita harus pulang:newline:Aku nggak mau nanti disalahkan:newline:Dicap jelek sama keluargamu:newline:Dimusuhi sama mamamu:newline::newline:[Chorus]:newline:(Kamu harus cepat pulang):newline:Jangan terlambat sampai dirumah:newline:(Kamu harus cepat pulang):newline:Walau sedang nikmati malam ini:newline:Mereka nggak pernah mengerti:newline:Mereka nggak mau mengerti:newline:Mereka nggak akan mengerti:newline:Itu pasti:newline::newline:[Verse 3]:newline:Pacarku, lupakan saja:newline:Rencana ke tempat hiburan malam:newline:Pacarku, tunggu apa lagi:newline:Jangan tunggu ayam jantan berbunyi:newline::newline::newline::newline::newline:[Verse 4]:newline:Pacarku, kamu harus pulang:newline:Waktu sudah tidak memungkinkan:newline:Jangan memaksa untuk pulang pagi:newline:Itu sama saja bunuh diri:newline::newline:[Chorus]:newline:(Kamu harus cepat pulang):newline:Jangan terlambat sampai dirumah:newline:(Kamu harus cepat pulang):newline:Walau sedang nikmati malam ini:newline:Mereka nggak pernah mengerti:newline:Mereka nggak mau mengerti:newline:Mereka nggak akan mengerti:newline:Itu pasti",1692290,/Slank-kamu-harus-pulang-lyrics,/songs/1692290,https://images.genius.com/8d70514c192f9f8eaf30ac19378e9d53.600x600x1.jpg
Tak Bisa Ke Lain Hati,Kla Project,1998,90an,Indonesian Pop,Kla Project,Bulan merah jambu luruh dikotamu:newline:Kuayun sendiri langkah-langkah sepi:newline:Menikmati angin menabuh daun-daun:newline:Mencari gambaranmu diwaktu lalu:newline::newline:Chorus::newline:Sisi ruang batinku hampa rindukan pagi:newline:Tercipta nelangsa merenggut sukma:newline:Terwujud keinginan yang tak pernah terwujud:newline:Aku tak bisa pindah:newline:Pindah kelain hati:newline:Begitu lelah sudah kuharus menepi:newline:Biduk tlah ditambatkan berlabuh dipantaimu:newline:Sungguh kuakui tak bisa kelain hati:newline:Chorus,1230976,/Kla-project-tak-bisa-kelain-hati-lyrics,/songs/1230976,https://images.genius.com/ae4bb211522b24e3d14ca7f9bd5ea696.360x360x1.jpg
Satu Yang Tak Bisa Lepas,Reza Artamevia,1997,90an,Indonesian Pop,Reza Artamevia,Kusimpan masa demi masa:newline:Tak mudah 'tuk terlupa:newline:Saat kau masih disisi:newline:Hingga saat kau dengannya:newline:Kadang ku menangis:newline:Tataplah diriku di sini:newline:Masih seperti yang dulu:newline:Kutemui kaupun kembali:newline:'tuk bersamaku lagi:newline:Akupun mengerti:newline:Satu yang tak bisa lepas:newline:Percayalah... hanya kai:newline:Yang mampu mencuri hatiku:newline:Akupun tak mengerti:newline:Satu yang tak bisa lepas:newline:Bawalah kembali jiwa yang luka:newline:Dan perasaan yang lemah ini:newline:Menyentuh sendiriku:newline:Meski hatikupun mengerti:newline:Masih ada satu asa:newline:Kucoba 'tuk melawan:newline:Angkuhnya hasrat hati,989227,/Reza-artamevia-satu-yang-tak-bisa-lepas-lyrics,/songs/989227,https://images.genius.com/223d5b023d7f870fc6a0af2d393eb10b.220x220x1.jpg
Terlanjur Sayang,Memes,1999,90an,Indonesian Jazz,Memes,Reff:newline:Seribu ragu yang kian menyerang:newline:Tapi diriku terlanjur sayang:newline:Walau arah mata angin melawan:newline:Tapi ku bertahan dan kuberjalan,11397827,/Memes-terlanjur-sayang-lyrics,/songs/11397827,https://assets.genius.com/images/default_cover_image.png?1765575872
Begitu Indah,Padi,1999,90an,Indonesian Pop,Padi,"[Intro]:newline::newline:[Verse 1]:newline:Bila cinta menggugah rasa:newline:Begitu indah mengukir hatiku:newline:Menyentuh jiwaku:newline:Hapuskan semua gelisah:newline::newline:[Interlude]:newline::newline:[Verse 2]:newline:Duhai cintaku duhai pujaanku:newline:Datang padaku tetap di sampingku:newline:Kuingin hidupku:newline:Selalu dalam peluknya:newline::newline:[Chorus]:newline:Terang saja aku menantinya:newline:Terang saja aku mendambanya:newline:Terang saja aku merindunya:newline:Karena dia karena dia begitu indah:newline::newline:[Interlude]:newline::newline:[Verse 3]:newline:Duhai cintaku pujaan hatiku:newline:Peluk diriku dekaplah jiwaku:newline:Bawa ragaku:newline:Melayang memeluk bintang:newline::newline::newline::newline::newline:[Chorus]:newline:Terang saja aku menantinya:newline:Terang saja aku mendambanya:newline:Terang saja aku merindunya:newline:Karena dia karena dia begitu indah:newline::newline:[Instrumental]:newline:Na na na na na na na:newline:Na na na na na na na:newline:Na na na na na na na:newline:Na na na na na na na:newline::newline:[Chorus]:newline:Terang saja aku menantinya:newline:Terang saja aku mendambanya:newline:Terang saja aku merindunya:newline:Karena dia karena dia begitu indah:newline:Begitu indah:newline:Begitu indah:newline:Begitu indah:newline::newline:[Outro]:newline:Ooooh ooooh:newline:Ooooh ooooh:newline:Ooooh ooooh:newline:Ooooh ooooh:newline:Ooooh ooooh:newline:Ooooh ooooh:newline:Ooooh ooooh:newline:Ooooh ooooh:newline:Begitu, begitu indah",1156795,/Padi-begitu-indah-lyrics,/songs/1156795,https://images.genius.com/88525c6b6cbc5d145880c028f8e4edfb.943x939x1.jpg
Pesawat Tempurku,Iwan Fals,1988,90an,Indonesian Pop,Iwan Fals,"[Lirik ""Pesawat Tempurku"" - Iwan Fals]:newline::newline:[Verse 1]:newline:Waktu kau lewat, aku sedang mainkan gitar:newline:Sebuah lagu yang kunyanyikan tentang dirimu:newline:Seperti kemarin, kamu hanya lemparkan senyum:newline:Lalu pergi begitu saja bagai pesawat tempur:newline::newline:[Verse 2]:newline:Hei kau yang manis, singgahlah dan ikut bernyanyi:newline:Sebentar saja nona, sebentar saja, hanya sebentar:newline:Rayuan mautku tak membuat kau jadi galak:newline:Bagai seorang diplomat ulung, engkau mengelak:newline::newline:[Pre-Chorus]:newline:Kalau saja aku bukanlah penganggur:newline:Sudah kupacari kau:newline:Jangan bilang tidak bilang saja ""iya"":newline:""Iya"" lebih baik daripada kau menangis:newline::newline:[Chorus]:newline:Penguasa, penguasa, berilah hambamu uang:newline:Beri hamba uang, beri hamba uang:newline:Penguasa, penguasa, berilah hambamu uang:newline:Beri hamba uang, beri hamba uang:newline:Beri hamba uang, beri hamba uang:newline::newline::newline::newline::newline:[Interlude]:newline::newline:[Verse 3]:newline:Oh, ya, andaikata dunia tak punya tentara:newline:Tentu tak ada perang yang banyak makan biaya:newline:Oh, oh, ya, andaikata dana perang buat diriku:newline:Tentu kau mau singgah bukan cuma tersenyum:newline::newline:[Pre-Chorus]:newline:Kalau hanya senyum yang engkau berikan:newline:Westerling pun tersenyum:newline:Bersinggahlah sayang, pesawat tempurku:newline:Mendarat mulus di dalam sanubariku:newline::newline:[Chorus]:newline:Penguasa, penguasa, berilah hambamu uang:newline:Beri hamba uang, beri hamba uang:newline:Penguasa, penguasa, berilah hambamu uang:newline:Beri hamba uang, beri hamba uang:newline:Beri hamba uang, beri hamba uang:newline::newline:[Coda]:newline:Beri hamba uang, beri hamba uang:newline:Beri hamba uang, beri hamba uang (beri hamba uang):newline:Beri hamba uang, beri hamba uang:newline:Beri hamba uang, beri hamba uang:newline::newline::newline::newline::newline:[Outro]",1405232,/Iwan-fals-pesawat-tempurku-lyrics,/songs/1405232,https://images.genius.com/3f725be4f9ce39f9697e381ab83836d9.488x488x1.jpg
Negeri Di Awan,Katon Bagaskara,1994,90an,Indonesian Pop,Katon Bagaskara,Di bayang wajahmu:newline:Kutemukan kasih dan hidup:newline:Yang lama lelah aku cari:newline:Di masa lalu:newline:Kau datang padaku:newline:Kau tawarkan hati nan lugu:newline:Selalu mencoba mengerti:newline:Hasrat dalam diri:newline:Kau mainkan untukku:newline:Sebuah lagu tentang neg'ri di awan:newline:Di mana kedamaian menjadi istananya:newline:Dan kini tengah kau bawa:newline:Aku menuju kesana:newline:Ternyata hatimu:newline:Penuh dengan bahasa kasih:newline:Yang terungkapkan dengan pasti:newline:Dalam suka dan sedih,1058960,/Katon-bagaskara-negeri-di-awan-lyrics,/songs/1058960,https://assets.genius.com/images/default_cover_image.png?1765575872
Aku Cinta Padamu,Dato' Sri Siti Nurhaliza,1997,90an,Malay,Dato' Sri Siti Nurhaliza,"[Verse 1]:newline:Andainya engkau ku miliki:newline:Terdahulu sebelumnya:newline:Andaiku curah rasa hati:newline:Mungkin kini ku kan:newline:Tenang di sampingmu:newline::newline:[Chorus]:newline:Belum puasku menikmati:newline:Kesan kasih sayang:newline:Kau terpaksa pergi:newline:Inginku terus dicintai:newline:Walau bisikanmu azimat berduri:newline:Bila cinta berbunga:newline:Jadi air mata dijariku:newline::newline:[Verse 2]:newline:Betapaku cinta padamu:newline:Katakanlah kau cinta padaku:newline:Sematkanlah ku di hatimu:newline:Walau di mana berada:newline:Ingatku dalam doamu:newline:Hiasilah hati dengan cinta suci:newline:Selamanya:newline::newline:[Bridge]:newline:Bila cinta berbunga:newline:Jadi air mata dijariku:newline::newline::newline::newline::newline:[Verse 2]:newline:Betapaku cinta padamu:newline:Katakanlah kau cinta padaku:newline:Sematkanlah ku di hatimu:newline:Walau di mana berada:newline:Ingatku dalam doamu:newline::newline:[Chorus]:newline:Gemerlapan jiwa, semikanlah cinta:newline:Semoga kau dan aku akhirnya bersama:newline:Aku kan menunggu:newline:Walaupun seribu tahun lagi, oh, woah:newline:Gemerlapkan jiwa, semikanlah cinta:newline:Semoga kau dan aku akhirnya bersama:newline:Aku kan menunggu:newline:Walaupun seribu tahun lagi, oh-woah:newline::newline:[Bridge]:newline:(Betapaku cinta padamu):newline:(Katakanlah kau cinta padaku):newline:(Sematkanlah ku di hatimu):newline:(Walau di mana berada):newline:(Ingatku dalam doamu):newline::newline:[Chorus]:newline:Gemerlapan jiwa, semikanlah cinta:newline:Semoga kau dan aku akhirnya bersama:newline:Aku kan menunggu:newline:Walaupun seribu tahun lagi, oh, woah:newline:(Gemerlapkan jiwa, semikanlah cinta):newline:(Semoga kau dan aku, akhirnya bersama):newline:Bersama (Ku menunggu):newline:(Tahun lagi) Tahun lagi",1750504,/Dato-sri-siti-nurhaliza-aku-cinta-padamu-lyrics,/songs/1750504,https://images.genius.com/03274ec4513caecba9347111a25ea8bc.992x1000x1.jpg
Kirana,Dewa 19,1999,90an,Indonesian Pop,Dewa 19,"Kucoba memahami tempatku berlabuh:newline:Terdampar dikeruhnya satu sisi dunia:newline:Hadir di muka bumi tak tersaji indah:newline:Kuingin rasakan cinta...:newline:Lusuh lalu tercipta mendekap diriku:newline:Hanya usang sahaja kudamba Kirana:newline:Ratapan mulai usang, nur yang kumohon:newline:Kuingin rasakan cinta..:newline:Manis seperti mereka...:newline:Ayah bunda tercinta satu yang tersisa:newline:Mengapa kau tiupkan nafasku ke dunia:newline:Hidup tak kusesali mungkin kutangisi:newline:Kuingin rasakan cinta...:newline:Peluhkupun mengering menanti jawaban:newline:Tak akan pernah usai cintaku padamu:newline:Hanya kata yang lugas yang kini tercipta:newline:Kuingin rasakan cinta...:newline:S'makin jauh kumelangkah:newline:S'makin perih jejak langkahku:newline:Harikupun semakin sombong:newline:Meski hidup terus berjalan.... terus berjalan:newline:Kirana jamah aku jamahlah rinduku:newline:Hanya wangi terurai yang dapat kucumbu:newline:Ayah bunda tercinta satu yang tersisa:newline:Mengapa kau tiupkan nafasku ke dunia:newline:Hidup tak kusesali mungkin kutangisi:newline:Kuingin rasakan cinta:newline:Manis seperti mereka:newline:Tulus seperti adanya:newline:Suci seperti dirimu:newline:Ingin rasakan cintamu:newline:Kirana jamah aku jamahlah rinduku:newline:Tak akan pernah usai cintaku padamu:newline:Hanya kata yang lugas yang kini tersisa:newline:Kuingin rasakan cinta......",1630324,/Dewa-19-kirana-lyrics,/songs/1630324,https://images.genius.com/510d51230eb2615ca0af778329accd53.1000x1000x1.jpg
Aku Milikmu,Dewa 19,1994,90an,Indonesian Pop,Dewa 19,[Verse 1]:newline:Terdengar lirih bisikanmu:newline:Diantara bayang-bayangmu:newline:Terucap kata cinta:newline:Yang dulu tersimpan:newline:Dan tak mau pergi:newline::newline:[Pre-Chorus]:newline:Mungkinkah kumiliki:newline:Cinta seperti ini lagi:newline:Jangan biarkan aku:newline:Kehilangan dirimu:newline::newline:[Chorus]:newline:Coba dengarkanlah sumpahku (janji suci):newline:Dari hati aku cinta kamu:newline:Jangan dengar kata mereka:newline:Yang tak ingin kita satu:newline:Yakinkan aku milikmu:newline:Aku milikmu:newline::newline:[Verse 2]:newline:Jalinan cinta tulus suci:newline:Terpadu terikat erat:newline:Jangan terpisah lagi:newline:Waktu 'kan menguji:newline:Cinta kita berdua:newline::newline::newline::newline::newline:[Pre-Chorus]:newline:Mungkinkah kumiliki:newline:Cinta seperti ini lagi:newline:Jangan biarkan aku:newline:Kehilangan dirimu:newline::newline:[Chorus]:newline:Coba dengarkanlah sumpahku (janji suci):newline:Dari hati aku cinta kamu:newline:Jangan dengar kata mereka:newline:Yang tak ingin kita satu:newline:Yakinkan aku milikmu:newline:Aku milikmu:newline::newline:[Bridge]:newline:Sekejap cinta terlahir:newline:Namun jadi sebuah cerita:newline:Yang tak mungkin terlupa:newline:Kuukir dihati:newline:Dan tak mau pergi:newline::newline:[Instrumental]:newline::newline:[Pre-Chorus]:newline:Mungkinkah kumiliki:newline:Cinta seperti ini lagi:newline:Jangan biarkan aku:newline:Kehilangan dirimu:newline::newline::newline::newline::newline:[Chorus]:newline:Coba dengarkanlah sumpahku (janji suci):newline:Dari hati aku cinta kamu:newline:Jangan dengar kata mereka:newline:Yang tak ingin kita satu:newline:Yakinkan aku milikmu:newline:Aku milikmu,1164701,/Dewa-19-aku-milikmu-lyrics,/songs/1164701,https://images.genius.com/4318738070ad2f940f3bebb965131fc8.220x220x1.jpg
Aku Disini Untukmu,Dewa 19,1999,90an,Indonesian Pop,Dewa 19,Melayang kau cari-cari arti:newline:Yang pasti tak kan kautemui:newline:Tak perlu kau nilai-nilai semua:newline:Biarlah semua adanya:newline:Kau coba meraba-raba hati:newline:Warna gejolak di sini:newline:Alirkan semua rahasia:newline:Taburkan dalam suasana:newline:Tak usah kau cari makna hadirnya diriku:newline:Aku di sini untukmu:newline:Mungkin memberi arti cinta pada dirimu:newline:Aku di sini untukmu:newline:Tak usah kau tanya-tanya lagi:newline:Coba kau hayati peranmu:newline:Lupakan sekilas esok hari:newline:Semua telah terjadi:newline:Aku dan dirimu:newline:Tenggelam dalam asa:newline:Dan tak ingin lari:newline:Tanggalkan rasa ini:newline:Cobalah entaskan:newline:Pastikan lepas atau terus:newline:Semoga perih terbang tinggi di awan:newline:Tak usah kau cari makna hadirnya diriku:newline:Aku di sini untukmu:newline:Mungkin memberi arti cinta pada dirimu:newline:Aku di sini untukmu:newline:Lepaskan sejenak berat beban di pundakmu:newline:Aku disini untukmu:newline:Pastikan terjawab semua ragu di cintamu:newline:Aku di sini untukmu:newline:Tak usah kau cari makna hadirnya diriku:newline:Aku di sini untukmu:newline:Kau coba meraba-raba hati:newline:Warna gejolak di sini:newline:Alirkan semua rahasia:newline:Taburkan dalam suasana,1709955,/Dewa-19-aku-disini-untukmu-lyrics,/songs/1709955,https://images.genius.com/510d51230eb2615ca0af778329accd53.1000x1000x1.jpg
Kamulah Satu - Satunya,Dewa 19,1997,90an,Indonesian Pop,Dewa 19,[Verse 1]:newline:Laras hati berkelana iris janji:newline:Mengukir bisikan:newline:Bisikan memacu hasrat:newline:Desir-desir mimpi isyaratkan legit dunia:newline::newline:[Chorus]:newline:Kamulah satu-satunya:newline:Yang ternyata mengerti aku:newline:Maafkan aku selama ini:newline:Yang sedikit melupakanmu:newline::newline:[Verse 2]:newline:Segala santun yang kau endap di jiwaku:newline:Tak terisap dulu:newline:Kini kecapkan sesalku:newline:Anyaman cintamu terkoyak buram mataku:newline::newline:[Chorus]:newline:Kamulah satu-satunya:newline:Yang ternyata mengerti aku:newline:Maafkan aku selama ini:newline:Yang sedikit melupakanmu:newline::newline:[Interlude]:newline::newline::newline::newline::newline:[Verse 3]:newline:Laras hati alirkan diri kembali:newline:Membujur tubuhku:newline:Sejuk pangkuan dirimu:newline:Tak ingin terbungkus:newline:Terbungkus penyesalan:newline::newline:[Chorus]:newline:Puing-puing janjiku:newline:Kupugar kembali untukmu:newline:Segala denyut nadi memanggil:newline:Kamulah satu-satunya:newline::newline:[Bridge]:newline:Kamulah satu-satunya:newline:Kamulah satu-satunya:newline:Kamulah satu-satunya:newline:Maafkanlah aku selama ini:newline::newline:[Chorus]:newline:Kamulah satu-satunya:newline:Yang ternyata mengerti aku:newline:Maafkan aku selama ini:newline:Yang sedikit melupakanmu:newline::newline:Puing-puing janjiku:newline:Kupugar kembali untukmu:newline:Segala denyut nadi memanggil:newline:Kamulah satu-satunya:newline::newline::newline::newline::newline:[Chorus]:newline:Kamulah satu-satunya:newline:Yang ternyata mengerti aku:newline:Maafkan aku selama ini:newline:Yang sedikit melupakanmu:newline::newline:Puing-puing janjiku:newline:Kupugar kembali untukmu:newline:Segala denyut nadi memanggil:newline:Kamulah satu-satunya,1158456,/Dewa-19-kamulah-satu-satunya-lyrics,/songs/1158456,https://images.genius.com/510d51230eb2615ca0af778329accd53.1000x1000x1.jpg
